Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2012,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.05070629523001534
2012,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.050068844661409435
2012,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.1197827568462191
2012,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,
2012,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.027931924915277025
2012,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,
2012,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.00446215398024135
2012,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.031988428533678254
2012,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.10320904206246552
2012,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,0.002260052015966398
2012,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,0.1418617265406601
2012,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,
2012,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.013038761630575376
2012,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.016341914576987804
2012,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,0.0012749011372118146
2012,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,0.030655577344774993
2012,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.0034190530497953207
2012,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.02770012470851124
2012,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.03595615506451433
2012,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,0.00017385015507433832
2012,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,0.06606305892824856
2012,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,0.004983704445464365
2012,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.01918146710986866
2012,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.07058316296018136
2012,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,0.0002897502584572305
2012,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,0.09498013472228017
2012,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,0.00011590010338289222
2012,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.019413267316634446
2012,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.08460707546951131
2012,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,0.0002897502584572305
2012,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,0.10442599314798588
2012,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.01222746090689513
2012,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03581313194531369
2012,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.20896788639935465
2012,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,0.014545462974552972
2012,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,0.27155394222611645
2012,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.018949666903102878
2012,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.09729813678993801
2012,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.0909815811555704
2012,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,0.008286857391876793
2012,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,0.2155162422404881
2012,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.04676569171499701
2012,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.05690695076100007
2012,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.23950756364074674
2012,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,0.001680551499051937
2012,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,0.3448607576157958
2012,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.01952916742001734
2012,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.01999276783354891
2012,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.07921772066220684
2012,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,0.0006374505686059073
2012,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,0.11937710648437898
2012,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.11045279852389628
2012,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.3212171365256858
2012,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,0.9281859779418924
2012,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,0.02938067620756318
2012,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,1.3892365891990377
2012,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0017964516024348296
2012,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.014545462974552972
2012,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.015530613853307557
2012,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,0.00011590010338289222
2012,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,0.031988428533678254
2012,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.013734162250872728
2012,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.053603797814587656
2012,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.04108658664923529
2012,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,0.0006374505686059073
2012,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,0.10906199728330157
2012,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0012169510855203683
2012,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.0077653069266537785
2012,Performing research and development,Northern Ireland,,Business,,,,Percentage (%),Undefined,Units,N92000002,0.024049271451950134
2012,Performing research and development,Northern Ireland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,N92000002,
