Year,Country,Region,Ethnicity,Sex,Health Board (Wales),Local Authority County/ Unitary Authority,IMD Deciles (England),IMD Quintiles,BMI,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2018/19,Scotland,,,,,,,1 (Most Deprived),Obese,Undefined,Units,Percentage (%),S92000003,13.659659031481999
2001/02,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,2.00067819599864
2002/03,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.7499294383290902
2003/04,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.35135135135135
2004/05,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.69678272366681
2005/06,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.6293279022403202
2006/07,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.77114427860696
2007/08,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,2.0035262061227703
2008/09,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.58879763026794
2009/10,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.56767498344005
2010/11,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.63422254265801
2011/12,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.5072021367929
2012/13,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.3837050523441001
2013/14,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.00612823561693
2014/15,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.06584771023394
2015/16,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.33000831255195
2016/17,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.19025304592314
2017/18,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.18293591654247
2018/19,Scotland,,,,,,,2,Underweight,Undefined,Units,Percentage (%),S92000003,1.1947700631199198
2001/02,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.817904374364101
2002/03,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.4188540784645
2003/04,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.0
2004/05,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.8691053327457
2005/06,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.1458989076097
2006/07,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.8159203980099
2007/08,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.5981727841
2008/09,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.1044836407701
2009/10,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.8394789136674
2010/11,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.028358567652
2011/12,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.7826004006486
2012/13,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.6809285389167
2013/14,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.869294795573
2014/15,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.3114443139734
2015/16,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.7828576706382
2016/17,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.6897844423617
2017/18,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.593144560357599
2018/19,Scotland,,,,,,,2,Overweight,Undefined,Units,Percentage (%),S92000003,12.5
2001/02,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.3780260707635
2002/03,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.65638194218902
2003/04,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.46627565982404
2004/05,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.54277699859747
2005/06,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.4132848778518
2006/07,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.2377720103813101
2007/08,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.41869770825754
2008/09,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.7531044558071502
2009/10,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.45824127264692
2010/11,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.9429753966429
2011/12,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.2291396022784
2012/13,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.0706638115631602
2013/14,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.19070119070119
2014/15,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.1812186238803
2015/16,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.08422849111534
2016/17,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,0.901367592208868
2017/18,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,1.08002468627854
2018/19,Scotland,,,,,,,3,Underweight,Undefined,Units,Percentage (%),S92000003,0.8315256688358639
2001/02,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.1415270018621
2002/03,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.861318609938198
2003/04,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,13.020527859237498
2004/05,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.7863487611033
2005/06,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,13.4463961235614
2006/07,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.717109203433798
2007/08,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.0771189523463
2008/09,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.2425127830533
2009/10,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.1299160406539
2010/11,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,11.623361692343
2011/12,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.4213050864394
2012/13,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,11.3977029394588
2013/14,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.6346626346626
2014/15,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.5209174131312
2015/16,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,11.9666700130508
2016/17,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.2047244094488
2017/18,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,13.4540218062127
2018/19,Scotland,,,,,,,3,Overweight,Undefined,Units,Percentage (%),S92000003,12.4969872258375
2001/02,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.5772811918063
2002/03,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.847677817473201
2003/04,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,9.88269794721407
2004/05,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.2384291725105
2005/06,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.4583080961033
2006/07,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.181672988620399
2007/08,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,9.18515823935976
2008/09,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.0073046018991
2009/10,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.0088378258948
2010/11,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,9.38146700390894
2011/12,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,9.82312381333066
2012/13,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,9.61650768931282
2013/14,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.07371007371
2014/15,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,9.32178364012206
2015/16,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,9.45688183917277
2016/17,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.4537919602155
2017/18,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,9.84365356922443
2018/19,Scotland,,,,,,,3,Obese,Undefined,Units,Percentage (%),S92000003,10.761629308267
2001/02,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.12911143838978
2002/03,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.5141540487162601
2003/04,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.4621559633027499
2004/05,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.30537128183179
2005/06,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.3790532985464
2006/07,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.38621486330381
2007/08,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.6420974062325
2008/09,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.5009117688315299
2009/10,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.39395239116448
2010/11,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.50239016617345
2011/12,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,0.919117647058823
2012/13,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.0251105050315001
2013/14,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,0.832943378568086
2014/15,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.05273231888218
2015/16,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,0.99009900990099
2016/17,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,0.832233837409925
2017/18,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,1.0035771065182801
2018/19,Scotland,,,,,,,4,Underweight,Undefined,Units,Percentage (%),S92000003,0.7892659826361481
2001/02,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,13.009327442317101
2002/03,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.771560236998
2003/04,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,13.5034403669724
2004/05,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.3475283543762
2005/06,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.3555721207603
2006/07,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.2063919907585
2007/08,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,10.9535361074827
2008/09,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,11.5023144901108
2009/10,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.2238901994424
2010/11,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.0646483041201
2011/12,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,11.571207430340499
2012/13,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,11.5113326436565
2013/14,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.2695367337388
2014/15,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,11.9628672600248
2015/16,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,11.734143711400801
2016/17,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.3617172434791
2017/18,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,11.4368044515103
2018/19,Scotland,,,,,,,4,Overweight,Undefined,Units,Percentage (%),S92000003,12.16597136092
2001/02,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.296514482081491
2002/03,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,10.533245556287001
2003/04,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,10.837155963302699
2004/05,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,10.121977316499
2005/06,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,10.1379053298546
2006/07,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.77936080092414
2007/08,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.285127822354909
2008/09,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.304109973348291
2009/10,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.57816856101222
2010/11,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.95743227862508
2011/12,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.12693498452012
2012/13,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,7.85291074955327
2013/14,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.6476368741226
2014/15,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.68025648387405
2015/16,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.842270365650421
2016/17,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.53547143002131
2017/18,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,9.052066772655
2018/19,Scotland,,,,,,,4,Obese,Undefined,Units,Percentage (%),S92000003,8.41132032923666
2001/02,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.64835164835164
2002/03,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.5840779853777398
2003/04,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.94063926940639
2004/05,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.45805293853746
2005/06,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.6046081053281198
2006/07,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.8263859045981898
2007/08,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.2963701635420801
2008/09,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.8382352941176399
2009/10,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.5248618784530301
2010/11,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.99418911780243
2011/12,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.17597203093548
2012/13,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.18380062305295
2013/14,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.16171481443404
2014/15,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.0335431739171201
2015/16,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.1515933684106
2016/17,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,0.8602819237147589
2017/18,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.09069470374373
2018/19,Scotland,,,,,,,5,Underweight,Undefined,Units,Percentage (%),S92000003,1.0455238510128502
2001/02,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,12.2877122877122
2002/03,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,13.444354183590502
2003/04,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,12.633181126331799
2004/05,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,11.4401076716016
2005/06,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,12.9397243365562
2006/07,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,11.345079501504001
2007/08,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,11.9664938173115
2008/09,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,10.427807486631
2009/10,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,10.585635359115999
2010/11,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,10.5784469096671
2011/12,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,10.5837482784193
2012/13,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,11.1734164070612
2013/14,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,11.0517117302354
2014/15,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,10.1757023395659
2015/16,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,11.069194877395
2016/17,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,11.1733001658374
2017/18,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,10.6121646850741
2018/19,Scotland,,,,,,,5,Overweight,Undefined,Units,Percentage (%),S92000003,11.0433456763232
2001/02,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,10.08991008991
2002/03,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,8.65150284321689
2003/04,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,8.4855403348554
2004/05,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,8.61372812920592
2005/06,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,8.59905369265583
2006/07,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,8.20799312419424
2007/08,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,7.199840446749101
2008/09,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,6.9685828877005305
2009/10,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,7.12707182320442
2010/11,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,6.60327522451135
2011/12,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,7.214747324928481
2012/13,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,6.697819314641739
2013/14,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,6.8880435900071895
2014/15,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,6.915343418209149
2015/16,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,6.740792216817231
2016/17,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,7.16210613598673
2017/18,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,6.583472536110831
2018/19,Scotland,,,,,,,5,Obese,Undefined,Units,Percentage (%),S92000003,6.53452406883032
2010/11,England,,,,,,1 (Most Deprived),,Underweight,Undefined,Units,Percentage (%),E92000001,1.3517153949766263
2010/11,England,,,,,,2,,Underweight,Undefined,Units,Percentage (%),E92000001,1.2628157039259815
